,global_id,FACT_DATE_START,FACT_DATE_END,District,Address,UNOM
60,347444,28.03.2022,03.08.2022,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Короленко, дом 2, корпус 7",11079
61,347445,21.05.2022,21.11.2022,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Короленко, дом 2, корпус 7",11079
62,347446,29.04.2022,16.11.2022,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Короленко, дом 2, корпус 7",11079
63,347443,20.05.2022,08.11.2022,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Короленко, дом 2, корпус 7",11079
64,431200,11.04.2022,28.07.2022,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Короленко, дом 2, корпус 7",11079
65,431198,21.03.2022,08.12.2022,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Короленко, дом 2, корпус 7",11079
66,431199,18.02.2022,18.05.2022,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Короленко, дом 2, корпус 7",11079
67,347455,02.05.2022,02.09.2022,район Преображенское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, улица Девятая Рота, дом 2, корпус 1",5945
68,347505,25.05.2022,20.09.2022,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Зелёный проспект, дом 83, корпус 4",8416
69,347506,25.05.2022,20.09.2022,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Зелёный проспект, дом 83, корпус 4",8416
70,347508,23.05.2022,05.12.2022,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Зелёный проспект, дом 83, корпус 4",8416
71,347507,02.06.2022,14.09.2022,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Зелёный проспект, дом 83, корпус 4",8416
72,394938,10.10.2022,25.11.2022,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Большой Купавенский проезд, дом 4",12175
73,394251,23.05.2022,19.09.2022,район Богородское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, Просторная улица, дом 15, корпус 2",20914
74,350927,23.06.2022,31.10.2022,район Богородское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, бульвар Маршала Рокоссовского, дом 8, корпус 1",21908
75,348040,23.06.2022,31.10.2022,район Богородское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, бульвар Маршала Рокоссовского, дом 8, корпус 3",21910
76,355250,08.08.2022,27.10.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Кетчерская улица, дом 10",10015
77,430556,20.07.2022,04.10.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Кетчерская улица, дом 10",10015
78,430557,20.07.2022,04.10.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Кетчерская улица, дом 10",10015
79,350908,18.02.2022,22.04.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Кетчерская улица, дом 8, корпус 1",10012
80,430564,01.09.2022,25.11.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Косинская улица, дом 18, корпус 2",11118
81,322857,18.04.2022,17.11.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Молдагуловой, дом 12, корпус 2",14953
82,322856,02.06.2022,17.11.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Молдагуловой, дом 12, корпус 2",14953
83,322861,18.04.2022,12.08.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Молдагуловой, дом 12, корпус 2",14953
84,322862,24.05.2022,23.09.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Молдагуловой, дом 12, корпус 2",14953
85,322863,21.04.2022,09.09.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Молдагуловой, дом 12, корпус 2",14953
86,322864,21.04.2022,09.09.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Молдагуловой, дом 12, корпус 2",14953
87,322865,21.04.2022,09.09.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Молдагуловой, дом 12, корпус 2",14953
88,349198,04.04.2022,21.07.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская улица, дом 49",19179
89,349197,10.02.2022,20.07.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская улица, дом 49",19179
90,434238,04.05.2022,16.09.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская улица, дом 49",19179
91,434239,04.05.2022,07.10.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская улица, дом 49",19179
92,434236,10.02.2022,21.07.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская улица, дом 49",19179
93,434237,19.05.2022,08.08.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская улица, дом 49",19179
94,434235,21.02.2022,28.07.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская улица, дом 49",19179
95,369720,13.05.2022,15.11.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская улица, дом 1",8652
96,349256,24.03.2022,02.08.2022,район Метрогородок,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Метрогородок, Открытое шоссе, дом 25, корпус 16",18157
97,349257,12.05.2022,18.11.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская улица, дом 1",8652
98,349418,30.05.2022,12.09.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 27",18518
99,349417,30.05.2022,12.09.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 27",18518
100,349416,20.05.2022,14.11.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 27",18518
101,430882,01.02.2022,06.07.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 27",18518
102,430879,14.03.2022,05.07.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 27",18518
103,430880,01.02.2022,06.07.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 27",18518
104,430881,20.05.2022,20.07.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 27",18518
105,349420,17.02.2022,06.06.2022,район Преображенское,"город Москва, Знаменская улица, дом 19",8464
106,349419,17.02.2022,06.06.2022,район Преображенское,"город Москва, Знаменская улица, дом 19",8464
107,349424,07.05.2022,10.10.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 39, корпус 1",18531
108,434275,25.04.2022,28.07.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 39, корпус 1",18531
109,434274,24.02.2022,29.07.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 39, корпус 1",18531
110,349433,26.01.2022,16.05.2022,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 2-я Владимирская улица, дом 46, корпус 3",4087
111,349435,20.06.2022,25.08.2022,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская улица, дом 61/8",19188
112,394646,26.09.2022,25.11.2022,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, улица Молостовых, дом 13, корпус 4",15118
113,348995,12.05.2022,29.09.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 1, корпус 1",24749
114,348991,18.04.2022,17.10.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 1, корпус 1",24749
115,348992,18.04.2022,17.10.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 1, корпус 1",24749
116,348994,24.01.2022,08.07.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 1, корпус 1",24749
117,348990,11.04.2022,25.10.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 1, корпус 1",24749
118,429138,08.04.2022,18.07.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 1, корпус 1",24749
119,429135,24.01.2022,18.04.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 1, корпус 1",24749
120,429136,24.01.2022,18.04.2022,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 1, корпус 1",24749
121,350938,21.06.2022,26.08.2022,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 15-я Парковая улица, дом 1/123, корпус 2",18892
122,358221,16.05.2022,22.11.2022,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 15-я Парковая улица, дом 23",18904
123,358220,16.05.2022,22.11.2022,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 15-я Парковая улица, дом 23",18904
124,349444,10.02.2022,13.05.2022,район Ивановское,"город Москва, улица Молостовых, дом 13, корпус 2",15116
125,349447,10.02.2022,13.05.2022,район Ивановское,"город Москва, улица Молостовых, дом 13, корпус 2",15116
126,349446,10.02.2022,13.05.2022,район Ивановское,"город Москва, улица Молостовых, дом 13, корпус 2",15116
127,349445,10.02.2022,13.05.2022,район Ивановское,"город Москва, улица Молостовых, дом 13, корпус 2",15116
128,349489,10.01.2022,15.03.2022,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, 8-я улица Соколиной Горы, дом 8, корпус 1",24172
129,349490,10.01.2022,15.03.2022,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, 8-я улица Соколиной Горы, дом 8, корпус 1",24172
130,349494,10.01.2022,15.03.2022,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, 8-я улица Соколиной Горы, дом 8, корпус 1",24172
131,349492,10.01.2022,15.03.2022,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, 8-я улица Соколиной Горы, дом 8, корпус 1",24172
132,349493,10.01.2022,15.03.2022,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, 8-я улица Соколиной Горы, дом 8, корпус 1",24172
133,349491,10.01.2022,15.03.2022,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, 8-я улица Соколиной Горы, дом 8, корпус 1",24172
134,349503,20.07.2022,06.10.2022,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, улица Плеханова, дом 25, корпус 5",19991
135,349502,25.03.2022,11.08.2022,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, улица Плеханова, дом 25, корпус 5",19991
136,349512,01.06.2022,14.10.2022,район Богородское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, 3-я Гражданская улица, дом 6",5920
137,349511,01.06.2022,14.10.2022,район Богородское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, 3-я Гражданская улица, дом 6",5920
138,349516,29.06.2022,31.10.2022,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, дом 12/21",26823
139,349517,29.06.2022,31.10.2022,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, дом 12/21",26823
140,349521,29.06.2022,31.10.2022,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, дом 12/21",26823
141,349519,29.06.2022,31.10.2022,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, дом 12/21",26823
142,349520,29.06.2022,31.10.2022,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, дом 12/21",26823
143,349518,29.06.2022,31.10.2022,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, дом 12/21",26823
144,349569,17.01.2022,04.04.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, улица Николая Старостина, дом 7",80036
145,349570,17.01.2022,04.04.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, улица Николая Старостина, дом 7",80036
146,349571,17.01.2022,04.04.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, улица Николая Старостина, дом 7",80036
147,349573,17.01.2022,04.04.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, улица Николая Старостина, дом 7",80036
148,349574,17.01.2022,04.04.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, улица Николая Старостина, дом 7",80036
149,349575,17.01.2022,04.04.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, улица Николая Старостина, дом 7",80036
150,349576,17.01.2022,04.04.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, улица Николая Старостина, дом 7",80036
151,349572,17.01.2022,04.04.2022,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, улица Николая Старостина, дом 7",80036
152,349580,24.06.2022,21.10.2022,район Новокосино,"город Москва, Салтыковская улица, дом 7, корпус 3",82006
